Host marina,Cluster,Has fuel dock,Agreement,Host fee ¢/gal,Drop contact,Phone,Address,Status,Covenant note
Watergate Yachting Center,CL-01 Clear Lake,No,Prospect,10,,,,Prospect,Wedge: no fuel dock. Demand never left.
